,Tax Year,County,Municipality,Zip Code,Property Type,Property Count,Avg Land Value,Avg Bldg. Value,Avg Property Value,Prior Year Tax
4441,2019,OCEAN,POINT PLEASANT BORO,08742,RESIDENTIAL,1772,$246562.64,$151939.50,$398502.14,$7939.22
4442,2019,OCEAN,PT PLEASANT BEACH BORO, 08742,RESIDENTIAL,809,$381940.05,$218276.76,$600216.81,$9186.02
4444,2019,OCEAN,PT PLEASANT BEACH BORO,08008,RESIDENTIAL,1640,$387833.41,$162997.87,$550831.28,$8437.63
4445,2019,OCEAN,SEASIDE HEIGHTS BORO, 08751,RESIDENTIAL,265,$135635.09,$120491.32,$256126.42,$5762.44
4446,2019,OCEAN,SEASIDE HEIGHTS BORO,08751,RESIDENTIAL,1514,$120548.28,$100575.56,$221123.84,$4994.22
4447,2019,OCEAN,SEASIDE PARK BORO, 08752,RESIDENTIAL,442,$444410.86,$167609.05,$612019.91,$8418.92
4449,2019,OCEAN,SEASIDE PARK BORO,08752,RESIDENTIAL,1487,$396732.68,$140292.06,$537024.75,$7425.32
4450,2019,OCEAN,SHIP BOTTOM BORO, 08008,RESIDENTIAL,382,$387174.35,$268012.30,$655186.65,$6912.55
4451,2019,OCEAN,SHIP BOTTOM BORO,08083,RESIDENTIAL,1498,$394786.78,$235293.79,$630080.57,$6659.15
4454,2019,OCEAN,SOUTH TOMS RIVER BORO, 08757,RESIDENTIAL,772,$62025.39,$108401.68,$170427.07,$4921.15
4455,2019,OCEAN,SOUTH TOMS RIVER BORO,08753,RESIDENTIAL,342,$59038.89,$96641.23,$155680.12,$4494.97
4458,2019,OCEAN,STAFFORD TWP, 08050,RESIDENTIAL,7929,$93114.53,$178331.40,$271445.93,$6141.34
4459,2019,OCEAN,STAFFORD TWP, 08092,RESIDENTIAL,557,$97004.49,$218821.54,$315826.03,$7164.96
4462,2019,OCEAN,STAFFORD TWP,08050,RESIDENTIAL,4239,$150830.97,$142891.51,$293722.48,$6690.30
4464,2019,OCEAN,SURF CITY BORO, 08008,RESIDENTIAL,445,$511419.10,$304186.97,$815606.07,$6844.35
4466,2019,OCEAN,SURF CITY BORO,08008,RESIDENTIAL,1670,$564818.80,$297085.99,$861904.79,$7275.56
4475,2019,OCEAN,TOMS RIVER TWP, 08735,RESIDENTIAL,584,$285137.16,$148026.71,$433163.87,$10167.60
4479,2019,OCEAN,TOMS RIVER TWP, 08751,RESIDENTIAL,552,$205730.07,$175362.68,$381092.75,$8905.80
4481,2019,OCEAN,TOMS RIVER TWP, 08753,RESIDENTIAL,18331,$99266.61,$154513.85,$253780.46,$5950.53
4482,2019,OCEAN,TOMS RIVER TWP, 08754,RESIDENTIAL,118,$97944.07,$142991.53,$240935.59,$5647.67
4483,2019,OCEAN,TOMS RIVER TWP, 08755,RESIDENTIAL,6906,$80489.31,$188678.57,$269167.88,$6297.70
4492,2019,OCEAN,TOMS RIVER TWP,08753,RESIDENTIAL,10848,$169780.07,$129305.80,$299085.87,$7027.52
4496,2019,OCEAN,TUCKERTON BORO, 08087,RESIDENTIAL,738,$69794.31,$144622.63,$214416.94,$5446.36
4498,2019,OCEAN,TUCKERTON BORO,08087,RESIDENTIAL,775,$79690.71,$134214.71,$213905.42,$5530.41
4500,2019,PASSAIC,BLOOMINGDALE BORO, 07403,RESIDENTIAL,2009,$124568.29,$141491.09,$266059.38,$11411.19
4505,2019,PASSAIC,BLOOMINGDALE BORO,07403,RESIDENTIAL,424,$91315.09,$114067.45,$205382.55,$8835.93
4507,2019,PASSAIC,CLIFTON CITY, 07011,RESIDENTIAL,5787,$75849.20,$84598.43,$160447.62,$8677.54
4508,2019,PASSAIC,CLIFTON CITY, 07012,RESIDENTIAL,2670,$91328.09,$92535.09,$183863.18,$9936.12
4509,2019,PASSAIC,CLIFTON CITY, 07013,RESIDENTIAL,7543,$94728.01,$98938.71,$193666.72,$10475.51
4510,2019,PASSAIC,CLIFTON CITY, 07014,RESIDENTIAL,1370,$77872.77,$93456.50,$171329.27,$9269.10
4513,2019,PASSAIC,CLIFTON CITY, 07043,RESIDENTIAL,106,$113760.38,$94783.96,$208544.34,$11233.56
4524,2019,PASSAIC,CLIFTON CITY,07011,RESIDENTIAL,3838,$80732.70,$91752.14,$172484.84,$9336.37
4530,2019,PASSAIC,HALEDON BORO, 07508,RESIDENTIAL,1240,$68325.32,$161426.53,$229751.85,$10584.55
4532,2019,PASSAIC,HALEDON BORO,07508,RESIDENTIAL,436,$65682.34,$166702.98,$232385.32,$10724.61
4534,2019,PASSAIC,HAWTHORNE BORO, 07506,RESIDENTIAL,1018,$95562.82,$109256.19,$204819.01,$11961.92
4536,2019,PASSAIC,HAWTHORNE BORO,07506,RESIDENTIAL,4362,$86853.77,$88943.63,$175797.40,$10269.02
4540,2019,PASSAIC,LITTLE FALLS TWP, 07424,RESIDENTIAL,2950,$146070.98,$169932.75,$316003.73,$9864.29
4541,2019,PASSAIC,LITTLE FALLS TWP,07424,RESIDENTIAL,496,$121600.20,$144522.98,$266123.19,$8372.40
4548,2019,PASSAIC,NORTH HALEDON BORO, 07508,RESIDENTIAL,2004,$154069.66,$232718.81,$386788.47,$11055.72
4551,2019,PASSAIC,NORTH HALEDON BORO,07508,RESIDENTIAL,539,$159873.84,$201530.43,$361404.27,$10331.08
4555,2019,PASSAIC,PASSAIC CITY, 07055,RESIDENTIAL,1789,$86377.70,$177668.81,$263054.44,$9496.66
4562,2019,PASSAIC,PASSAIC CITY,07055,RESIDENTIAL,4077,$92802.92,$184585.53,$276600.78,$9961.38
4577,2019,PASSAIC,PATERSON CITY, 07501,RESIDENTIAL,1207,$41139.85,$140489.64,$181629.49,$7556.66
4578,2019,PASSAIC,PATERSON CITY, 07502,RESIDENTIAL,975,$60945.64,$131945.54,$192891.18,$8061.27
4579,2019,PASSAIC,PATERSON CITY, 07503,RESIDENTIAL,817,$56340.15,$135446.27,$191786.41,$8001.03
4580,2019,PASSAIC,PATERSON CITY, 07504,RESIDENTIAL,425,$59030.12,$162029.18,$221059.29,$9189.29
4587,2019,PASSAIC,PATERSON CITY, 07513,RESIDENTIAL,354,$51769.49,$151278.81,$203048.31,$8426.56
4588,2019,PASSAIC,PATERSON CITY, 07514,RESIDENTIAL,427,$52059.02,$148095.08,$200154.10,$8361.86
4589,2019,PASSAIC,PATERSON CITY, 07522,RESIDENTIAL,782,$40576.98,$132736.70,$173313.68,$7209.35
4590,2019,PASSAIC,PATERSON CITY, 07524,RESIDENTIAL,404,$34521.04,$141883.66,$176404.70,$7268.28
4600,2019,PASSAIC,PATERSON CITY,07501,RESIDENTIAL,12558,$49968.39,$143816.35,$193784.73,$8004.34
4608,2019,PASSAIC,POMPTON LAKES BORO, 07442,RESIDENTIAL,2987,$111347.44,$171593.04,$282940.48,$10197.64
4615,2019,PASSAIC,POMPTON LAKES BORO,07442,RESIDENTIAL,538,$99059.48,$150724.35,$249783.83,$9012.78
4618,2019,PASSAIC,PROSPECT PARK BORO, 07508,RESIDENTIAL,224,$54851.79,$158337.50,$213189.29,$10896.57
4619,2019,PASSAIC,PROSPECT PARK BORO,07656,RESIDENTIAL,840,$52508.93,$158505.83,$211014.76,$10809.11
4622,2019,PASSAIC,RINGWOOD BORO, 07456,RESIDENTIAL,3848,$152283.63,$155259.54,$307543.17,$11489.42
4627,2019,PASSAIC,RINGWOOD BORO,07456,RESIDENTIAL,459,$135233.99,$122434.42,$257668.41,$9625.35
4630,2019,PASSAIC,TOTOWA BORO, 07512,RESIDENTIAL,649,$169095.22,$269293.84,$438389.06,$10423.49
4631,2019,PASSAIC,TOTOWA BORO,07512,RESIDENTIAL,1104,$156805.62,$192444.93,$349250.54,$8278.92
4637,2019,PASSAIC,WANAQUE BORO, 07420,RESIDENTIAL,1330,$88274.51,$122452.11,$210726.62,$8032.56
4641,2019,PASSAIC,WANAQUE BORO, 07465,RESIDENTIAL,2141,$86348.86,$154048.58,$240397.43,$9185.60
4646,2019,PASSAIC,WANAQUE BORO,07465,RESIDENTIAL,770,$83504.94,$148613.25,$232118.18,$8896.44
4655,2019,PASSAIC,WAYNE TWP, 07470,RESIDENTIAL,12928,$108793.64,$126718.43,$235512.07,$12867.17
4659,2019,PASSAIC,WAYNE TWP,07470,RESIDENTIAL,1673,$77030.84,$86267.78,$163298.63,$8948.08
4664,2019,PASSAIC,WEST MILFORD TWP, 07421,RESIDENTIAL,1502,$102767.91,$138848.74,$241616.64,$9053.66
4666,2019,PASSAIC,WEST MILFORD TWP, 07435,RESIDENTIAL,236,$108761.86,$167273.31,$276035.17,$10370.73
4667,2019,PASSAIC,WEST MILFORD TWP, 07438,RESIDENTIAL,259,$101714.67,$163051.74,$264766.41,$9917.93
4672,2019,PASSAIC,WEST MILFORD TWP, 07480,RESIDENTIAL,4498,$95221.92,$150385.10,$245607.03,$9194.27
4679,2019,PASSAIC,WEST MILFORD TWP,07480,RESIDENTIAL,2091,$102265.71,$118518.94,$220784.65,$8275.33
4681,2019,PASSAIC,WOODLAND PARK BORO, 07424,RESIDENTIAL,2673,$138372.24,$209363.08,$347735.32,$10965.12
4685,2019,PASSAIC,WOODLAND PARK BORO,07656,RESIDENTIAL,967,$125434.75,$213552.43,$338987.18,$10697.29
4688,2019,SALEM,ALLOWAY TOWNSHIP, 08098,RESIDENTIAL,135,$68427.41,$156714.07,$225141.48,$6719.06
4689,2019,SALEM,ALLOWAY TOWNSHIP, 08302,RESIDENTIAL,182,$56498.35,$176162.64,$232660.99,$6954.51
4690,2019,SALEM,ALLOWAY TOWNSHIP, 08318,RESIDENTIAL,119,$56896.64,$148252.10,$205148.74,$6105.06
4691,2019,SALEM,ALLOWAY TOWNSHIP,08001,RESIDENTIAL,559,$54628.44,$117238.28,$171866.73,$5160.68
4694,2019,SALEM,CARNEYS POINT TOWNSHIP, 08069,RESIDENTIAL,1747,$40671.49,$108616.03,$149287.52,$4959.09
4697,2019,SALEM,CARNEYS POINT TOWNSHIP,08069,RESIDENTIAL,814,$37643.49,$89612.53,$127256.02,$4210.73
4698,2019,SALEM,ELMER BORO, 08318,RESIDENTIAL,242,$34428.93,$139845.45,$174274.38,$6221.52
4699,2019,SALEM,ELMER BORO,08318,RESIDENTIAL,232,$31212.50,$129428.45,$160640.95,$5742.64
4700,2019,SALEM,ELSINBORO TWP, 08079,RESIDENTIAL,295,$68645.08,$131825.76,$200470.85,$5455.28
4701,2019,SALEM,ELSINBORO TWP,08079,RESIDENTIAL,242,$61514.46,$92795.04,$154309.50,$4205.99
4703,2019,SALEM,LOWER ALLOWAY CREEK TWP, 08079,RESIDENTIAL,314,$33735.67,$110685.03,$144420.70,$2335.87
4704,2019,SALEM,LOWER ALLOWAY CREEK TWP,08001,RESIDENTIAL,230,$25152.61,$78624.78,$103777.39,$1694.87
4705,2019,SALEM,MANNINGTON TWP, 08079,RESIDENTIAL,234,$37903.85,$148502.14,$186405.98,$5504.81
4707,2019,SALEM,MANNINGTON TWP,08079,RESIDENTIAL,112,$37213.39,$100163.39,$137376.79,$4117.56
4708,2019,SALEM,OLDMANS TWP, 08067,RESIDENTIAL,320,$44229.69,$169181.25,$213410.94,$5680.87
4713,2019,SALEM,OLDMANS TWP,08857,RESIDENTIAL,270,$39927.04,$131424.44,$171351.48,$4611.98
4715,2019,SALEM,PENNS GROVE BORO, 08069,RESIDENTIAL,468,$21388.68,$75367.95,$96756.62,$4707.18
4717,2019,SALEM,PENNS GROVE BORO,08069,RESIDENTIAL,728,$18103.98,$63635.16,$81739.15,$3919.18
4721,2019,SALEM,PENNSVILLE TWP, 08070,RESIDENTIAL,3246,$50458.75,$112077.48,$162536.23,$6672.11
4723,2019,SALEM,PENNSVILLE TWP,08070,RESIDENTIAL,1319,$47152.19,$88019.64,$135171.82,$5594.61
4725,2019,SALEM,PILESGROVE TWP, 08098,RESIDENTIAL,1021,$92845.45,$188537.81,$281383.25,$8542.23
4726,2019,SALEM,PILESGROVE TWP,07003,RESIDENTIAL,198,$81604.55,$148148.48,$229753.03,$7018.88
4729,2019,SALEM,PITTSGROVE TWP, 08318,RESIDENTIAL,2103,$51561.96,$145454.07,$197016.02,$7101.18
4732,2019,SALEM,PITTSGROVE TWP,07003,RESIDENTIAL,469,$46143.28,$100070.15,$146213.43,$5318.42
4735,2019,SALEM,QUINTON TWP, 08079,RESIDENTIAL,286,$42558.04,$127056.29,$169614.34,$4759.17
4736,2019,SALEM,QUINTON TWP, 08302,RESIDENTIAL,134,$43025.37,$128456.72,$171482.09,$4807.30
4737,2019,SALEM,QUINTON TWP,08072,RESIDENTIAL,446,$40194.84,$112526.46,$152721.30,$4393.54
4738,2019,SALEM,SALEM CITY, 08079,RESIDENTIAL,567,$13238.62,$38982.01,$52114.32,$3557.24
4739,2019,SALEM,SALEM CITY,08079,RESIDENTIAL,945,$9391.43,$32466.03,$41822.96,$2895.13
4743,2019,SALEM,UPPER PITTSGROVE TWP, 08318,RESIDENTIAL,227,$90173.13,$134265.20,$224438.33,$5618.62
4744,2019,SALEM,UPPER PITTSGROVE TWP, 08343,RESIDENTIAL,357,$98729.41,$153275.91,$252005.32,$6327.28
4746,2019,SALEM,UPPER PITTSGROVE TWP,07003,RESIDENTIAL,222,$91203.15,$117124.77,$208327.93,$5248.73
4748,2019,SALEM,WOODSTOWN BORO, 08098,RESIDENTIAL,760,$83930.13,$137599.61,$221529.74,$7708.80
4750,2019,SALEM,WOODSTOWN BORO,08098,RESIDENTIAL,336,$70211.90,$104036.61,$174248.51,$6155.87
4753,2019,SOMERSET,BEDMINSTER TWP, 07921,RESIDENTIAL,3045,$167288.87,$217383.45,$384672.32,$5131.40
4758,2019,SOMERSET,BEDMINSTER TWP,07921,RESIDENTIAL,947,$173134.74,$194586.80,$367721.54,$4920.12
4761,2019,SOMERSET,BERNARDS TWP, 07920,RESIDENTIAL,8052,$279955.70,$362176.23,$642131.93,$12895.11
4764,2019,SOMERSET,BERNARDS TWP, 07931,RESIDENTIAL,205,$419850.24,$778865.85,$1198716.10,$24733.84
4771,2019,SOMERSET,BERNARDS TWP,07920,RESIDENTIAL,1257,$202804.14,$221431.42,$424235.56,$8448.15
4775,2019,SOMERSET,BERNARDSVILLE BORO, 07924,RESIDENTIAL,2059,$302822.73,$442046.67,$744869.40,$14774.66
4780,2019,SOMERSET,BERNARDSVILLE BORO,07924,RESIDENTIAL,362,$293554.97,$384755.80,$678310.77,$13916.21
4785,2019,SOMERSET,BOUND BROOK BORO, 08805,RESIDENTIAL,1594,$94028.98,$161260.23,$255260.98,$8185.22
4788,2019,SOMERSET,BOUND BROOK BORO,08805,RESIDENTIAL,679,$73360.82,$173001.33,$246317.97,$7536.78
4794,2019,SOMERSET,BRANCHBURG TWP, 08853,RESIDENTIAL,1176,$191273.55,$334678.23,$525951.79,$11178.17
4796,2019,SOMERSET,BRANCHBURG TWP, 08876,RESIDENTIAL,3288,$155756.17,$272306.27,$428062.44,$9063.18
4798,2019,SOMERSET,BRANCHBURG TWP,08853,RESIDENTIAL,439,$143977.45,$206577.68,$350555.13,$7379.26
4801,2019,SOMERSET,BRIDGEWATER TWP, 07920,RESIDENTIAL,245,$244820.41,$178226.53,$423046.94,$8831.16
4804,2019,SOMERSET,BRIDGEWATER TWP, 08805,RESIDENTIAL,592,$194206.59,$136663.18,$330869.76,$6958.28
4805,2019,SOMERSET,BRIDGEWATER TWP, 08807,RESIDENTIAL,11111,$229442.61,$215706.16,$445148.76,$9294.59
4808,2019,SOMERSET,BRIDGEWATER TWP, 08836,RESIDENTIAL,1228,$304806.35,$294533.79,$599340.15,$12510.65
4817,2019,SOMERSET,BRIDGEWATER TWP,08807,RESIDENTIAL,1670,$203485.63,$163470.84,$366956.47,$7655.00
4820,2019,SOMERSET,FAR HILLS BORO, 07931,RESIDENTIAL,189,$363613.23,$555968.25,$919581.48,$12355.20
4822,2019,SOMERSET,FAR HILLS BORO,07931,RESIDENTIAL,102,$386918.63,$458987.25,$845905.88,$11523.77
4829,2019,SOMERSET,FRANKLIN TWP, 08540,RESIDENTIAL,933,$187277.81,$312245.77,$499427.44,$11477.16
4833,2019,SOMERSET,FRANKLIN TWP, 08823,RESIDENTIAL,2736,$81983.99,$202581.29,$284478.22,$6385.14
4837,2019,SOMERSET,FRANKLIN TWP, 08873,RESIDENTIAL,13287,$134605.55,$215576.76,$350110.65,$7822.95
4846,2019,SOMERSET,FRANKLIN TWP,07416,RESIDENTIAL,3033,$101100.03,$172688.06,$273743.03,$6152.75
4852,2019,SOMERSET,GREEN BROOK TWP, 08812,RESIDENTIAL,1595,$217903.45,$258846.08,$476749.53,$12178.58
4853,2019,SOMERSET,GREEN BROOK TWP,08215,RESIDENTIAL,316,$197524.68,$215920.57,$413445.25,$10479.64
4861,2019,SOMERSET,HILLSBOROUGH TWP, 08844,RESIDENTIAL,11670,$179372.49,$235861.75,$415234.23,$9747.94
4868,2019,SOMERSET,HILLSBOROUGH TWP,08844,RESIDENTIAL,1196,$128685.45,$154635.37,$283320.82,$6607.97
4872,2019,SOMERSET,MANVILLE BORO, 08835,RESIDENTIAL,2226,$107975.45,$127543.76,$235519.20,$7537.55
4875,2019,SOMERSET,MANVILLE BORO,08835,RESIDENTIAL,910,$99546.70,$127408.90,$226955.60,$7335.94
4876,2019,SOMERSET,MILLSTONE BORO, 08844,RESIDENTIAL,127,$122656.69,$206446.46,$329103.15,$9277.80
4887,2019,SOMERSET,MONTGOMERY TWP, 08502,RESIDENTIAL,2450,$218509.39,$308710.46,$527219.85,$16219.94
4893,2019,SOMERSET,MONTGOMERY TWP, 08540,RESIDENTIAL,1140,$204459.96,$168663.98,$373123.95,$11465.50
4897,2019,SOMERSET,MONTGOMERY TWP, 08558,RESIDENTIAL,1892,$258508.67,$339695.67,$598204.34,$18389.57
4910,2019,SOMERSET,MONTGOMERY TWP,08502,RESIDENTIAL,957,$207153.29,$193939.60,$401092.89,$12322.34
4912,2019,SOMERSET,NORTH PLAINFIELD BORO, 07060,RESIDENTIAL,2446,$86929.39,$146736.14,$233638.35,$8695.83
4913,2019,SOMERSET,NORTH PLAINFIELD BORO, 07062,RESIDENTIAL,182,$100968.13,$147056.04,$247845.60,$9207.92
4914,2019,SOMERSET,NORTH PLAINFIELD BORO, 07063,RESIDENTIAL,387,$90413.18,$144748.06,$235046.25,$8737.87
4927,2019,SOMERSET,NORTH PLAINFIELD BORO,07060,RESIDENTIAL,1474,$77898.58,$118290.43,$196187.31,$7258.04
4930,2019,SOMERSET,PEAPACK GLADSTONE BORO, 07934,RESIDENTIAL,350,$280550.57,$412633.14,$693183.71,$12957.16
4932,2019,SOMERSET,PEAPACK GLADSTONE BORO,07934,RESIDENTIAL,335,$266095.82,$331975.82,$598071.64,$11243.97
4935,2019,SOMERSET,RARITAN BORO, 08869,RESIDENTIAL,1224,$159823.00,$169811.75,$329634.75,$8061.35
4938,2019,SOMERSET,RARITAN BORO,08869,RESIDENTIAL,463,$147073.43,$155338.88,$302412.31,$7409.68
4940,2019,SOMERSET,ROCKY HILL BORO, 08553,RESIDENTIAL,151,$198278.15,$282221.19,$480499.34,$10495.22
4949,2019,SOMERSET,SO BOUND BROOK BORO, 08880,RESIDENTIAL,709,$101333.85,$136697.85,$238031.70,$8047.96
4952,2019,SOMERSET,SO BOUND BROOK BORO,08805,RESIDENTIAL,245,$98650.20,$154104.49,$252754.69,$8552.65
4956,2019,SOMERSET,SOMERVILLE BORO, 08876,RESIDENTIAL,1882,$121861.16,$152982.31,$274658.71,$9840.24
4957,2019,SOMERSET,SOMERVILLE BORO,08876,RESIDENTIAL,762,$109499.21,$156163.25,$265662.47,$9541.44
4958,2019,SOMERSET,WARREN TWP, 07059,RESIDENTIAL,4696,$287507.24,$470776.84,$758284.08,$15108.80
4969,2019,SOMERSET,WARREN TWP,07059,RESIDENTIAL,456,$276355.26,$344074.12,$620429.39,$12243.92
4975,2019,SOMERSET,WATCHUNG BORO, 07069,RESIDENTIAL,1724,$301179.51,$426404.23,$727583.75,$14424.43
4980,2019,SOMERSET,WATCHUNG BORO,07069,RESIDENTIAL,205,$267331.71,$354201.46,$621533.17,$12341.71
4981,2019,SUSSEX,ANDOVER BORO, 07821,RESIDENTIAL,111,$94349.55,$145197.30,$239546.85,$7271.10
4984,2019,SUSSEX,ANDOVER TWP, 07821,RESIDENTIAL,147,$100657.14,$236950.34,$337607.48,$12141.03
4986,2019,SUSSEX,ANDOVER TWP, 07848,RESIDENTIAL,398,$78021.61,$170284.42,$248306.03,$8909.70
4987,2019,SUSSEX,ANDOVER TWP, 07860,RESIDENTIAL,1088,$90215.53,$168250.83,$258466.36,$9262.92
4989,2019,SUSSEX,ANDOVER TWP,07801,RESIDENTIAL,371,$79515.09,$130012.40,$209527.49,$7565.19
4992,2019,SUSSEX,BRANCHVILLE BORO,07826,RESIDENTIAL,186,$92083.33,$157687.63,$249770.97,$5349.38
4994,2019,SUSSEX,BYRAM TWP, 07821,RESIDENTIAL,1146,$101600.96,$159144.42,$260745.38,$9217.40
4998,2019,SUSSEX,BYRAM TWP, 07871,RESIDENTIAL,429,$127812.59,$183448.72,$311261.31,$11016.12
4999,2019,SUSSEX,BYRAM TWP, 07874,RESIDENTIAL,996,$106451.51,$141156.73,$247608.23,$8756.32
5003,2019,SUSSEX,BYRAM TWP,07821,RESIDENTIAL,627,$99540.51,$110674.80,$210215.31,$7460.66
5007,2019,SUSSEX,FRANKFORD TWP, 07822,RESIDENTIAL,234,$113687.61,$217026.07,$330713.68,$8443.89
5008,2019,SUSSEX,FRANKFORD TWP, 07826,RESIDENTIAL,943,$120225.45,$150696.39,$270921.85,$6880.82
5010,2019,SUSSEX,FRANKFORD TWP, 07860,RESIDENTIAL,216,$115808.80,$124696.76,$240505.56,$6109.87
5011,2019,SUSSEX,FRANKFORD TWP,07822,RESIDENTIAL,786,$139454.96,$100284.10,$239739.06,$6091.89
5013,2019,SUSSEX,FRANKLIN BORO, 07416,RESIDENTIAL,1069,$62780.36,$114198.78,$176979.14,$6567.35
5016,2019,SUSSEX,FRANKLIN BORO,07416,RESIDENTIAL,354,$57827.97,$106426.84,$164254.80,$6137.87
5017,2019,SUSSEX,FREDON TWP, 07860,RESIDENTIAL,899,$116077.31,$224750.83,$340828.14,$9814.70
5019,2019,SUSSEX,FREDON TWP,07860,RESIDENTIAL,168,$100599.40,$173441.07,$274040.48,$7910.92
5020,2019,SUSSEX,GREEN TWP, 07821,RESIDENTIAL,730,$105463.70,$203520.00,$308983.70,$11265.60
5021,2019,SUSSEX,GREEN TWP, 07860,RESIDENTIAL,230,$112917.83,$220363.91,$333281.74,$12139.95
5022,2019,SUSSEX,GREEN TWP,08215,RESIDENTIAL,212,$107095.75,$193576.42,$300672.17,$10933.53
5024,2019,SUSSEX,HAMBURG BORO, 07419,RESIDENTIAL,938,$42040.51,$119311.73,$161352.24,$6528.19
5029,2019,SUSSEX,HAMBURG BORO,07419,RESIDENTIAL,407,$34019.41,$100901.72,$134921.13,$5397.37
5032,2019,SUSSEX,HAMPTON TWP, 07860,RESIDENTIAL,1420,$72614.37,$160555.42,$233169.79,$6728.48
5035,2019,SUSSEX,HAMPTON TWP,08827,RESIDENTIAL,426,$78441.78,$127484.27,$205926.06,$5964.16
5039,2019,SUSSEX,HARDYSTON TWP, 07416,RESIDENTIAL,185,$84148.65,$185118.92,$269267.57,$7515.96
5041,2019,SUSSEX,HARDYSTON TWP, 07419,RESIDENTIAL,1651,$72818.47,$178179.16,$250997.64,$6998.57
5044,2019,SUSSEX,HARDYSTON TWP, 07460,RESIDENTIAL,757,$90622.72,$137586.92,$228209.64,$6355.72
5048,2019,SUSSEX,HARDYSTON TWP,07419,RESIDENTIAL,1109,$69815.42,$132860.78,$202676.19,$5680.29
5050,2019,SUSSEX,HOPATCONG BORO, 07821,RESIDENTIAL,264,$135543.56,$165808.33,$301351.89,$9916.74
5055,2019,SUSSEX,HOPATCONG BORO, 07843,RESIDENTIAL,3730,$87167.61,$123320.86,$210488.47,$6932.83
5062,2019,SUSSEX,HOPATCONG BORO, 07874,RESIDENTIAL,616,$72146.43,$134398.05,$206544.48,$6813.11
5067,2019,SUSSEX,HOPATCONG BORO,07843,RESIDENTIAL,1443,$105490.99,$106442.07,$211933.06,$7060.20
5070,2019,SUSSEX,LAFAYETTE TWP, 07848,RESIDENTIAL,606,$113965.02,$206086.14,$320051.16,$8588.61
5073,2019,SUSSEX,LAFAYETTE TWP,07848,RESIDENTIAL,122,$95571.31,$135913.11,$231484.43,$6195.66
5075,2019,SUSSEX,MONTAGUE TWP, 07827,RESIDENTIAL,760,$66466.71,$136050.26,$202516.97,$5455.68
5077,2019,SUSSEX,MONTAGUE TWP,07827,RESIDENTIAL,932,$29805.26,$84006.12,$113811.37,$3088.57
5078,2019,SUSSEX,NEWTON TOWN, 07860,RESIDENTIAL,1457,$64566.16,$128407.48,$192973.64,$8202.81
5079,2019,SUSSEX,NEWTON TOWN,07860,RESIDENTIAL,529,$54956.33,$107433.08,$162389.41,$6937.07
5084,2019,SUSSEX,OGDENSBURG BORO, 07439,RESIDENTIAL,661,$58876.10,$164978.06,$223854.16,$7991.07
5089,2019,SUSSEX,OGDENSBURG BORO,07439,RESIDENTIAL,135,$56762.22,$152282.22,$209044.44,$7545.61
5090,2019,SUSSEX,SANDYSTON TWP, 07826,RESIDENTIAL,273,$78909.16,$135619.05,$214528.21,$5524.71
5094,2019,SUSSEX,SANDYSTON TWP,07732,RESIDENTIAL,422,$77880.57,$119667.30,$197547.87,$5069.53
5109,2019,SUSSEX,SPARTA TWP, 07871,RESIDENTIAL,5952,$156559.34,$220980.71,$377540.05,$12239.98
5117,2019,SUSSEX,SPARTA TWP,07871,RESIDENTIAL,956,$159049.37,$165353.24,$324402.62,$10629.05
5121,2019,SUSSEX,STANHOPE BORO, 07874,RESIDENTIAL,1086,$77111.88,$120537.38,$197649.26,$8106.03
5123,2019,SUSSEX,STANHOPE BORO,07874,RESIDENTIAL,275,$64302.18,$103749.45,$168051.64,$6914.02
5129,2019,SUSSEX,STILLWATER TWP, 07860,RESIDENTIAL,1066,$73317.73,$143271.39,$216589.12,$6733.52
5134,2019,SUSSEX,STILLWATER TWP,07875,RESIDENTIAL,552,$70327.90,$107414.31,$177742.21,$5523.23
5135,2019,SUSSEX,SUSSEX BORO, 07461,RESIDENTIAL,302,$50663.25,$132166.23,$182829.47,$5951.70
5136,2019,SUSSEX,SUSSEX BORO,07461,RESIDENTIAL,148,$44034.46,$126562.16,$170596.62,$5559.75
5139,2019,SUSSEX,VERNON TWP, 07418,RESIDENTIAL,578,$126813.49,$155874.74,$282688.24,$7622.12
5140,2019,SUSSEX,VERNON TWP, 07419,RESIDENTIAL,240,$120494.58,$117790.42,$238285.00,$6404.10
5142,2019,SUSSEX,VERNON TWP, 07422,RESIDENTIAL,2018,$116402.18,$109816.65,$226218.83,$6078.81
5148,2019,SUSSEX,VERNON TWP, 07460,RESIDENTIAL,187,$177067.91,$113711.76,$290779.68,$7866.57
5149,2019,SUSSEX,VERNON TWP, 07461,RESIDENTIAL,1681,$128525.34,$155704.88,$284230.22,$7656.40
5150,2019,SUSSEX,VERNON TWP, 07462,RESIDENTIAL,1757,$108488.45,$110880.31,$219368.75,$5928.65
5159,2019,SUSSEX,VERNON TWP,07462,RESIDENTIAL,4152,$85076.40,$79917.49,$164993.88,$4447.73
5165,2019,SUSSEX,WANTAGE TWP, 07461,RESIDENTIAL,2865,$70698.81,$191190.05,$261888.87,$6795.16
5170,2019,SUSSEX,WANTAGE TWP,07461,RESIDENTIAL,619,$67832.47,$151017.45,$218849.92,$5704.24
5177,2019,UNION,BERKELEY HEIGHTS TWP, 07922,RESIDENTIAL,2157,$145121.60,$171432.08,$316553.69,$12926.97
